Name,Category,Product Url
PORTABLE AIR COMPRESSOR SET,Washing Cleaners,http://machineandtoolsbd.com/product/portable-air-compressor-set/
CORDLESS DRILL 8618 18V 10MM- Ronix,Power Tools,http://machineandtoolsbd.com/product/cordless-drill-8618-18v-10mm-ronix/
IMPACT WRENCH- Ronix,Power Tools,http://machineandtoolsbd.com/product/impact-wrench-ronix/
4.8V Electric Cordless Screwdriver & Drill,Power Tools,http://machineandtoolsbd.com/product/4-8v-electric-cordless-screwdriver-drill/
Rechargeable Electric Drinking Water Dispenser Pump 5W,Washing Cleaners,http://machineandtoolsbd.com/product/rechargeable-electric-drinking-water-dispenser-pump-5w/
Air Hot Gun – 1600W,Power Tools,http://machineandtoolsbd.com/product/air-hot-gun-1600w/
Industrial blower – 600W,Power Tools,http://machineandtoolsbd.com/product/industrial-blower-600w/
Jig Saw – 500W,Power Tools,http://machineandtoolsbd.com/product/jig-saw-500w/
Angle Grinder(100/115mm)- DAWER,Power Tools,http://machineandtoolsbd.com/product/angle-grinder100115mm-dawer/
Multi functional Electric Drill Machine,Power Tools,http://machineandtoolsbd.com/product/multi-functional-electric-drill-machine/
Electric Drill-DW216,Power Tools,http://machineandtoolsbd.com/product/electric-drill-dw216/
Orbital Sander-330W,Power Tools,http://machineandtoolsbd.com/product/orbital-sander-330w/
Car Polisher Machine -1600W,Power Tools,http://machineandtoolsbd.com/product/car-polisher-machine-1600w/
Electric Mini Drill / Die Grinder set (170 Pcs),Power Tools,http://machineandtoolsbd.com/product/electric-mini-drill-die-grinder-set-170-pcs/
Electric chain saw / MECS1601,Power Tools,http://machineandtoolsbd.com/product/electric-chain-saw-mecs1601/
Electric Drill / MED4006,Power Tools,http://machineandtoolsbd.com/product/electric-drill-med4006/
Electric Drill / MED3006,Power Tools,http://machineandtoolsbd.com/product/electric-drill-med3006/
Impact Drill / MID7103,Power Tools,http://machineandtoolsbd.com/product/impact-drill-mid7103/
Car Polisher / MPO1203,Power Tools,http://machineandtoolsbd.com/product/car-polisher-mpo1203/
Angle Grinder / MAG8003R,Power Tools,http://machineandtoolsbd.com/product/angle-grinder-mag8003r/
Angle Grinder / MAG7007,Power Tools,http://machineandtoolsbd.com/product/angle-grinder-mag7007/
Hot Air Guns / CT19007,Power Tools,http://machineandtoolsbd.com/product/hot-air-guns-ct19007/
Blower / CT17010,Washing Cleaners,http://machineandtoolsbd.com/product/blower-ct17010/
13MM DRILL PRESS MACHINE BOKY,Power Tools,http://machineandtoolsbd.com/product/13mm-drill-press-machine-boky/
Hot Melt Glue Gun-80W,Power Tools,http://machineandtoolsbd.com/product/hot-melt-glue-gun-80w/
Air Blower,Power Tools,http://machineandtoolsbd.com/product/air-blower/
Angle Grinder 1050W,Power Tools,http://machineandtoolsbd.com/product/angle-grinder-1050w/
Electric Drill 500W,Power Tools,http://machineandtoolsbd.com/product/electric-drill-500w/
CROWN Polisher / CT13302,Power Tools,http://machineandtoolsbd.com/product/crown-polisher-ct13302/
CROWN Random Orbit Sander / CT13327,Power Tools,http://machineandtoolsbd.com/product/crown-random-orbit-sander-ct13327/
CROWN Bench Grinder / CT13332,Power Tools,http://machineandtoolsbd.com/product/crown-bench-grinder-ct13332/
CROWN Angle Grinder / CT13504,Power Tools,http://machineandtoolsbd.com/product/crown-angle-grinder-ct13504/
CROWN Electric Drill/CT10125,Power Tools,http://machineandtoolsbd.com/product/crown-electric-drillct10125/
CROWN Planer / CT14004,Power Tools,http://machineandtoolsbd.com/product/crown-planer-ct14004/
Jig Saw / CT15212,Power Tools,http://machineandtoolsbd.com/product/jig-saw-ct15212/
Micro Electric Hand Drill,Power Tools,http://machineandtoolsbd.com/product/micro-electric-hand-drill/
TOTAL IMPACT DRILL 750W,Power Tools,http://machineandtoolsbd.com/product/total-impact-drill-750w/
TOTAL ROTARY HAMMER SDS-PLUS 1.050W,Power Tools,http://machineandtoolsbd.com/product/total-rotary-hammer-sds-plus-1-050w/
TOTAL HEAT GUN 2000W,Power Tools,http://machineandtoolsbd.com/product/total-heat-gun-2000w/
Drill Machine Set 100 Pcs – KINGSAY,Power Tools,http://machineandtoolsbd.com/product/drill-machine-set-100-pcs-kingsay/
Wood Router (AMR12),Power Tools,http://machineandtoolsbd.com/product/wood-router-amr12/
Angle Grinder（ASM180A),Power Tools,http://machineandtoolsbd.com/product/angle-grinder%ef%bc%88asm180a/
DCA Electric Drill – AJZ03-13B,Power Tools,http://machineandtoolsbd.com/product/dca-electric-drill-ajz03-13b/
DCA Cordless Drill ADJZ09-10A,Power Tools,http://machineandtoolsbd.com/product/dca-cordless-drill-adjz09-10a/
DCA Hammer Drill AZJ02-10A,Power Tools,http://machineandtoolsbd.com/product/dca-hammer-drill-azj02-10a/
DCA Electric Drill Machine,Power Tools,http://machineandtoolsbd.com/product/dca-electric-drill-machine/
DCA ORBITAL SANDER 160W,Power Tools,http://machineandtoolsbd.com/product/dca-orbital-sander-160w/
DCA Demolition Hammer Drill,Power Tools,http://machineandtoolsbd.com/product/dca-demolition-hammer-drill/
DCA Electric Mixer,Power Tools,http://machineandtoolsbd.com/product/dca-electric-mixer/
dca die grinder,Power Tools,http://machineandtoolsbd.com/product/dca-die-grinder/
DCA Blower With Vacuum Machine,Power Tools,http://machineandtoolsbd.com/product/dca-blower-with-vacuum-machine/
DCA HEAT AIR GUN,Power Tools,http://machineandtoolsbd.com/product/dca-heat-air-gun/
DCA MARBLE CUTTER (1240W),Power Tools,http://machineandtoolsbd.com/product/dca-marble-cutter-1240w/
,Power Tools,http://machineandtoolsbd.com/product/493/
DCA Planer Machine,Power Tools,http://machineandtoolsbd.com/product/dca-planer-machine/
DCA Cut-Off Machine – 14″,Power Tools,http://machineandtoolsbd.com/product/dca-cut-off-machine-14/
DCA Circular Saw-71/4″,Power Tools,http://machineandtoolsbd.com/product/dca-circular-saw-714/
DCA Angle Grinder-5″,Power Tools,http://machineandtoolsbd.com/product/dca-angle-grinder-5/
DCA 4˝ Angle Grinder,Power Tools,http://machineandtoolsbd.com/product/dca-4%cb%9d-angle-grinder/
Kingsay Drill Machine 100 pcs Set,Power Tools,http://machineandtoolsbd.com/product/kingsay-drill-machine-100-pcs-set/
Boray Hammer Drill Machine 20mm-22mm- Blue,Power Tools,http://machineandtoolsbd.com/product/boray-hammer-drill-machine-20mm-22mm-blue/
Dongcheng Electric Drill Machine – Blue,Power Tools,http://machineandtoolsbd.com/product/dongcheng-electric-drill-machine-blue/
Dongcheng Electric Blower Machine – Blue,Power Tools,http://machineandtoolsbd.com/product/dongcheng-electric-blower-machine-blue/
Crown Hand Drill Machine (CT10126) – Grey,Power Tools,http://machineandtoolsbd.com/product/crown-hand-drill-machine-ct10066-grey/
Electric drill machine with 23 pcs accessories,Power Tools,http://machineandtoolsbd.com/product/electric-drill-machine-with-23-pcs-accessories/
DRAGON 13mm Electric Drill Machine,Power Tools,http://machineandtoolsbd.com/product/dragon-13mm-electric-drill-hand-drill/
Car Polisher/Waxer KP600-Black and Decker,Washing Cleaners,http://machineandtoolsbd.com/product/car-polisherwaxer-kp600-black-and-decker/
Airless Pilot Spray Gun-INDIA,Textile Machinery,http://machineandtoolsbd.com/product/airless-pilot-spray-gun-india/
KEN CIRCULAR SAW 5637,Power Tools,http://machineandtoolsbd.com/product/ken-circular-saw-5637/
KEN CIRCULAR SAW 5629,Power Tools,http://machineandtoolsbd.com/product/ken-circular-saw-5629/
Cut-off Saw Bosch GCO 200 Professional,Power Tools,http://machineandtoolsbd.com/product/cut-off-saw-bosch-gco-200-professional/
Heat Gun Bosch GHG 500-2 Professional,Power Tools,http://machineandtoolsbd.com/product/heat-gun-bosch-ghg-500-2-professional/
Random Orbit Sander Bosch GEX 150 AC Professional,Power Tools,http://machineandtoolsbd.com/product/random-orbit-sander-bosch-gex-150-ac-professional/
Planer Bosch GHO 26-82 Professional,Power Tools,http://machineandtoolsbd.com/product/planer-bosch-gho-26-82-professional/
Jigsaw Bosch GST 65 BE Professional,Power Tools,http://machineandtoolsbd.com/product/jigsaw-bosch-gst-65-be-professional/
Bosch Circular Saw  GKS 7000 Professional,Power Tools,http://machineandtoolsbd.com/product/bosch-circular-saw-gks-190-professional/
Bosch Double-Wheeled Bench Grinder GBG 35-15Professional,Power Tools,http://machineandtoolsbd.com/product/bosch-double-wheeled-bench-grinder-gbg-8-professional/
Bosch Straight Grinder- GGS 5000L Professional,Power Tools,http://machineandtoolsbd.com/product/bosch-straight-grinder-ggs-27-professional/
Bosch Angle Grinder – GWS 22-180  Professional 7″,Power Tools,http://machineandtoolsbd.com/product/bosch-angle-grinder-gws-2000-professional/
Bosch Power Screwdriver – GSR 6-25 TE Professional,Power Tools,http://machineandtoolsbd.com/product/bosch-power-screwdriver-gsr-6-25-te-professional/
cordless screwdriver & Drill GSR 14.4-2 Li  bosch,Power Tools,http://machineandtoolsbd.com/product/cordless-screwdriver-drill-gsr-12-2-bosch/
Rotary Drill GBM 13RE-BOSCH,Power Tools,http://machineandtoolsbd.com/product/rotary-drill-gbm-10re-bosch/
Electric Blower Machine,Washing Cleaners,http://machineandtoolsbd.com/product/electric-blower-machine/
DERA অ্যাঙ্গেল গ্রাইন্ডার মেশিন,Power Tools,http://machineandtoolsbd.com/product/dera-%e0%a6%85%e0%a7%8d%e0%a6%af%e0%a6%be%e0%a6%99%e0%a7%8d%e0%a6%97%e0%a7%87%e0%a6%b2-%e0%a6%97%e0%a7%8d%e0%a6%b0%e0%a6%be%e0%a6%87%e0%a6%a8%e0%a7%8d%e0%a6%a1%e0%a6%be%e0%a6%b0-%e0%a6%ae%e0%a7%87/
Drill machine,Power Tools,http://machineandtoolsbd.com/product/drill-machine/
Angle Grinder,Power Tools,http://machineandtoolsbd.com/product/angle-grinder/
Gas Torch for Portable Stove,Safety Equipments,http://machineandtoolsbd.com/product/gas-torch-for-portable-stove/
Heavy Duty Best Fogger BF-150,Safety Equipments,http://machineandtoolsbd.com/product/duty-best-fogger-bf-150/
Water Filter Single Stage With Explore-proof Housing Cartridge,Washing Cleaners,http://machineandtoolsbd.com/product/water-filter-single-stage-with-explore-proof-housing-cartridge/
Dual Gas Filter Anti Dust Paint Respirator Mask Goggles,Safety Equipments,http://machineandtoolsbd.com/product/dual-gas-filter-anti-dust-paint-respirator-mask-goggles/
MASK GLASSES FOR WELDING,Safety Equipments,http://machineandtoolsbd.com/product/mask-glasses-for-welding/
Safety Goggles And Dust Mask Set,Safety Equipments,http://machineandtoolsbd.com/product/safety-goggles-and-dust-mask-set/
Filter Cartridges replacement filter,Washing Cleaners,http://machineandtoolsbd.com/product/filter-cartridges-replacement-filter/
Oil Line Filter – 1″,Safety Equipments,http://machineandtoolsbd.com/product/oil-line-filter-1/
Water Meter- 1 inch,Safety Equipments,http://machineandtoolsbd.com/product/water-meter-1-inch/
Safety Jacket – Fluorescent Green,Safety Equipments,http://machineandtoolsbd.com/product/safety-jacket-fluorescent-green/
WD40 – Multi Clean Product,Washing Cleaners,http://machineandtoolsbd.com/product/wd40-multi-clean-product/
Chemical Glove,Safety Equipments,http://machineandtoolsbd.com/product/chemical-glove/
Mini Gas Powered Portable Mosquito Fogger Machine- Supper 2000 Gold,Washing Cleaners,http://machineandtoolsbd.com/product/mini-fogger-machine-supper-2000-gold/
ALL 606 Anti-rust Lubricant (360ml),Washing Cleaners,http://machineandtoolsbd.com/product/all-606-anti-rust-lubricant-360ml/
Unicare Safety Glass  – White,Safety Equipments,http://machineandtoolsbd.com/product/unicare-safety-glass-white/
chemical Gas Filter Musk,Safety Equipments,http://machineandtoolsbd.com/product/chemical-gas-filter-musk/
Safety Jacket,Safety Equipments,http://machineandtoolsbd.com/product/safety-jacket/
Fire Extinguisher,Safety Equipments,http://machineandtoolsbd.com/product/fire-extinguisher/
Sun-Fuel portable Gas,Safety Equipments,http://machineandtoolsbd.com/product/sun-fuel-portable-gas/
Hand Trolly,Safety Equipments,http://machineandtoolsbd.com/product/hand-trolly/
Hand Truck Trolley,Washing Cleaners,http://machineandtoolsbd.com/product/hand-truck-trolley/
Tester For Electric Test,Safety Equipments,http://machineandtoolsbd.com/product/tester-for-electric-test/
Steel Measuring Tape 5Mx25mm-INGCO,Safety Equipments,http://machineandtoolsbd.com/product/steel-measuring-tape-5mx25mm-ingco/
Mini Fogger Machine (মশা মারার যন্ত্র)।,Safety Equipments,http://machineandtoolsbd.com/product/mini-fogger-machine-%e0%a6%ae%e0%a6%b6%e0%a6%be-%e0%a6%ae%e0%a6%be%e0%a6%b0%e0%a6%be%e0%a6%b0-%e0%a6%af%e0%a6%a8%e0%a7%8d%e0%a6%a4%e0%a7%8d%e0%a6%b0%e0%a5%a4/
Hand Gloves For Chemicals Use,Safety Equipments,http://machineandtoolsbd.com/product/hand-gloves-for-chemicals-use/
Dust Mask,Safety Equipments,http://machineandtoolsbd.com/product/dust-mask/
Ear Plug,Safety Equipments,http://machineandtoolsbd.com/product/ear-plug/
Mini Fogger Machine,Safety Equipments,http://machineandtoolsbd.com/product/mini-fogger-machine/
Extinguisher,Safety Equipments,http://machineandtoolsbd.com/product/extinguisher/
Bucket Grease Pump (Grease Dispenser) 10 KG,Textile Machinery,http://machineandtoolsbd.com/product/bucket-grease-pump-grease-dispenser-10-kg/
Bucket Grease Pump (Grease Dispenser) 5 KG,Textile Machinery,http://machineandtoolsbd.com/product/bucket-grease-pump-grease-dispenser-5-kg/
GSM Circular Cutter,Textile Machinery,http://machineandtoolsbd.com/product/gsm-circular-cutter/
ALL 606 Anti-rust Lubricant (360ml),Washing Cleaners,http://machineandtoolsbd.com/product/all-606-anti-rust-lubricant-360ml/
50L Oil-Free Air Compressor,Textile Machinery,http://machineandtoolsbd.com/product/50l-oil-free-air-compressor/
Oil-Free Air Compressors- 30L,Washing Cleaners,http://machineandtoolsbd.com/product/oil-free-air-compressors-30l/
Red Arrow TEXTILE CLEANING SPRAY GUN,Textile Machinery,http://machineandtoolsbd.com/product/red-arrow-textile-cleaning-spray-gun/
Airless Pilot Spray Gun-INDIA,Textile Machinery,http://machineandtoolsbd.com/product/airless-pilot-spray-gun-india/
PORTABLE AIR COMPRESSOR SET,Washing Cleaners,http://machineandtoolsbd.com/product/portable-air-compressor-set/
Swing machine,Textile Machinery,http://machineandtoolsbd.com/product/swing-machine/
Rechargeable Electric Drinking Water Dispenser Pump 5W,Washing Cleaners,http://machineandtoolsbd.com/product/rechargeable-electric-drinking-water-dispenser-pump-5w/
DC Oil Transfer Pump – 40L/Min,Washing Cleaners,http://machineandtoolsbd.com/product/dc-oil-transfer-pump-40lmin/
12V DC Submersible Water Pump,Washing Cleaners,http://machineandtoolsbd.com/product/12v-dc-submersible-water-pump/
Water Filter Single Stage With Explore-proof Housing Cartridge,Washing Cleaners,http://machineandtoolsbd.com/product/water-filter-single-stage-with-explore-proof-housing-cartridge/
Blower / CT17010,Washing Cleaners,http://machineandtoolsbd.com/product/blower-ct17010/
Pressure Washer 1900W- FINDER Brand,Washing Cleaners,http://machineandtoolsbd.com/product/pressure-washer-1900w-finder-brand/
Filter Cartridges replacement filter,Washing Cleaners,http://machineandtoolsbd.com/product/filter-cartridges-replacement-filter/
WD40 – Multi Clean Product,Washing Cleaners,http://machineandtoolsbd.com/product/wd40-multi-clean-product/
Micro Fiber Cleaning Duster,Washing Cleaners,http://machineandtoolsbd.com/product/micro-fiber-cleaning-duster/
হাই প্রেশার ওয়াটার গান,Washing Cleaners,http://machineandtoolsbd.com/product/%e0%a6%b9%e0%a6%be%e0%a6%87-%e0%a6%aa%e0%a7%8d%e0%a6%b0%e0%a7%87%e0%a6%b6%e0%a6%be%e0%a6%b0-%e0%a6%93%e0%a7%9f%e0%a6%be%e0%a6%9f%e0%a6%be%e0%a6%b0-%e0%a6%97%e0%a6%be%e0%a6%a8/
industrial vacuum cleaner with 1200W,Washing Cleaners,http://machineandtoolsbd.com/product/industrial-vacuum-cleaner-with-1500w/
High pressure car cleaning machine,Washing Cleaners,http://machineandtoolsbd.com/product/high-pressure-car-cleaning-machine/
High Pressure Car / Bike Washer Machine,Washing Cleaners,http://machineandtoolsbd.com/product/high-pressure-car-bike-washer-machine/
High Pressure Cleaner Car Washer- VIDO,Washing Cleaners,http://machineandtoolsbd.com/product/high-pressure-cleaner-car-washer-vido/
High Pressure Washer / CT42020,Washing Cleaners,http://machineandtoolsbd.com/product/high-pressure-washer-ct42020/
Mini Gas Powered Portable Mosquito Fogger Machine- Supper 2000 Gold,Washing Cleaners,http://machineandtoolsbd.com/product/mini-fogger-machine-supper-2000-gold/
ALL 606 Anti-rust Lubricant (360ml),Washing Cleaners,http://machineandtoolsbd.com/product/all-606-anti-rust-lubricant-360ml/
Vacuum Cleaner Machine- 60L,Washing Cleaners,http://machineandtoolsbd.com/product/vacuum-cleaner-machine-60l/
Vacuum Cleaner Machine,Washing Cleaners,http://machineandtoolsbd.com/product/vacuum-cleaner-machine/
High Pressure car washer machine,Washing Cleaners,http://machineandtoolsbd.com/product/high-pressure-car-washer-machine/
High Pressure Mini Portable Vacuum Cleaner For Cleaning And Drying set,Washing Cleaners,http://machineandtoolsbd.com/product/high-pressure-mini-portable-vacuum-cleaner-for-cleaning-and-drying-set/
Oil-Free Air Compressors- 30L,Washing Cleaners,http://machineandtoolsbd.com/product/oil-free-air-compressors-30l/
magic hose pipe 50Ft/15m,Washing Cleaners,http://machineandtoolsbd.com/product/magic-hose-pipe-50ft15m/
magic hose pipe 100Ft,Washing Cleaners,http://machineandtoolsbd.com/product/magic-hose-pipe-100ft/
High quality spray gun – W71G,Washing Cleaners,http://machineandtoolsbd.com/product/high-quality-spray-gun-w71g/
Hand Truck Trolley,Washing Cleaners,http://machineandtoolsbd.com/product/hand-truck-trolley/
Car Polisher/Waxer KP600-Black and Decker,Washing Cleaners,http://machineandtoolsbd.com/product/car-polisherwaxer-kp600-black-and-decker/
PORTABLE AIR COMPRESSOR SET,Washing Cleaners,http://machineandtoolsbd.com/product/portable-air-compressor-set/
Electric Blower Machine,Washing Cleaners,http://machineandtoolsbd.com/product/electric-blower-machine/
Oil Transfer Hand Pump,Washing Cleaners,http://machineandtoolsbd.com/product/oil-transfer-hand-pump/
CAR WASHER HIGH PRESSURE K3,Washing Cleaners,http://machineandtoolsbd.com/product/car-washer-high-pressure-k3/
CAR WASHER (HIGH PRESSURE K 7 PREMIUM),Washing Cleaners,http://machineandtoolsbd.com/product/car-washer-high-pressure-k-7-premium/
WINDOW CLEANER WV 1,Washing Cleaners,http://machineandtoolsbd.com/product/window-cleaner-wv-1/
Mini Digital Portable LCD Electronic Weighing Scale-0.01-200G,Weight Scale,http://machineandtoolsbd.com/product/mini-digital-portable-lcd-electronic-weighing-scale-0-01-200g/
Electronic Digital Scales – 40kg,Weight Scale,http://machineandtoolsbd.com/product/electronic-digital-scales-40kg/
Kitchen Digital Scale – 5KG,Weight Scale,http://machineandtoolsbd.com/product/kitchen-digital-scale-5kg/
Jewellery digital scale-600 Gram,Weight Scale,http://machineandtoolsbd.com/product/jewellery-digital-scale-600-gram/
Mega Digital Weight Scales 40 KG,Weight Scale,http://machineandtoolsbd.com/product/mega-digital-weight-scales-40-kg/
Kitchen Analog Scale – 20KG,Weight Scale,http://machineandtoolsbd.com/product/kitchen-analog-scale-20kg/
